County Name,State,Metropolitan Designation,Original Property Value,Original Loan Amount,Original LTV,Current Property Value,Current Loan Amount,Current LTV,Future Property Value,Future Loan Amount,Future LTV
RUTHERFORD,TENNESSEE,NASHVILLE-DAVIDSON--MURFREESBORO--FRANK,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCOTT,TENNESSEE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SEQUATCHIE,TENNESSEE,"CHATTANOOGA, TN-GA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SEVIER,TENNESSEE,"SEVIERVILLE, TN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHELBY,TENNESSEE,"MEMPHIS, TN-MS-AR",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SMITH,TENNESSEE,NASHVILLE-DAVIDSON--MURFREESBORO--FRANK,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STEWART,TENNESSEE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SULLIVAN,TENNESSEE,"KINGSPORT-BRISTOL-BRISTOL, TN-VA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUMNER,TENNESSEE,NASHVILLE-DAVIDSON--MURFREESBORO--FRANK,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TIPTON,TENNESSEE,"MEMPHIS, TN-MS-AR",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TROUSDALE,TENNESSEE,NASHVILLE-DAVIDSON--MURFREESBORO--FRANK,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNICOI,TENNESSEE,"JOHNSON CITY, TN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNION,TENNESSEE,"KNOXVILLE, TN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VAN BUREN,TENNESSEE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WARREN,TENNESSEE,"MCMINNVILLE, TN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,TENNESSEE,"JOHNSON CITY, TN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAYNE,TENNESSEE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WEAKLEY,TENNESSEE,"MARTIN, TN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WHITE,TENNESSEE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WILLIAMSON,TENNESSEE,NASHVILLE-DAVIDSON--MURFREESBORO--FRANK,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WILSON,TENNESSEE,NASHVILLE-DAVIDSON--MURFREESBORO--FRANK,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ANDERSON,TEXAS,"PALESTINE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ANDREWS,TEXAS,"ANDREWS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ANGELINA,TEXAS,"LUFKIN, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ARANSAS,TEXAS,"CORPUS CHRISTI, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ARCHER,TEXAS,"WICHITA FALLS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ARMSTRONG,TEXAS,"AMARILLO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ATASCOSA,TEXAS,"SAN ANTONIO-NEW BRAUNFELS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
AUSTIN,TEXAS,"HOUSTON-THE WOODLANDS-SUGAR LAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BAILEY,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BANDERA,TEXAS,"SAN ANTONIO-NEW BRAUNFELS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BASTROP,TEXAS,"AUSTIN-ROUND ROCK, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BAYLOR,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BEE,TEXAS,"BEEVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BELL,TEXAS,"KILLEEN-TEMPLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BEXAR,TEXAS,"SAN ANTONIO-NEW BRAUNFELS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BLANCO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BORDEN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BOSQUE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BOWIE,TEXAS,"TEXARKANA, TX-AR",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRAZORIA,TEXAS,"HOUSTON-THE WOODLANDS-SUGAR LAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRAZOS,TEXAS,"COLLEGE STATION-BRYAN, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BREWSTER,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRISCOE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BROOKS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BROWN,TEXAS,"BROWNWOOD, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BURLESON,TEXAS,"COLLEGE STATION-BRYAN, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BURNET,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALDWELL,TEXAS,"AUSTIN-ROUND ROCK, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALHOUN,TEXAS,"PORT LAVACA, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALLAHAN,TEXAS,"ABILENE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAMERON,TEXAS,"BROWNSVILLE-HARLINGEN, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAMP,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARSON,TEXAS,"AMARILLO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CASS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CASTRO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHAMBERS,TEXAS,"HOUSTON-THE WOODLANDS-SUGAR LAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHEROKEE,TEXAS,"JACKSONVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHILDRESS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLAY,TEXAS,"WICHITA FALLS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COCHRAN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COKE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLEMAN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLLIN,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLLINGSWORTH,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLORADO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COMAL,TEXAS,"SAN ANTONIO-NEW BRAUNFELS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COMANCHE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CONCHO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COOKE,TEXAS,"GAINESVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CORYELL,TEXAS,"KILLEEN-TEMPLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COTTLE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CRANE,TEXAS,NON-METRO,50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
CROCKETT,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CROSBY,TEXAS,"LUBBOCK, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CULBERSON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DALLAM,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DALLAS,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DAWSON,TEXAS,"LAMESA, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DEAF SMITH,TEXAS,"HEREFORD, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DELTA,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DENTON,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DEWITT,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DICKENS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DIMMIT,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DONLEY,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DUVAL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EASTLAND,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ECTOR,TEXAS,"ODESSA, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EDWARDS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ELLIS,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EL PASO,TEXAS,"EL PASO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ERATH,TEXAS,"STEPHENVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FALLS,TEXAS,"WACO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FANNIN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FAYETTE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FISHER,TEXAS,NON-METRO,20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
FLOYD,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FOARD,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FORT BEND,TEXAS,"HOUSTON-THE WOODLANDS-SUGAR LAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRANKLIN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FREESTONE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRIO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GAINES,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GALVESTON,TEXAS,"HOUSTON-THE WOODLANDS-SUGAR LAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GARZA,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GILLESPIE,TEXAS,"FREDERICKSBURG, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GLASSCOCK,TEXAS,"BIG SPRING, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GOLIAD,TEXAS,"VICTORIA, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GONZALES,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRAY,TEXAS,"PAMPA, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRAYSON,TEXAS,"SHERMAN-DENISON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GREGG,TEXAS,"LONGVIEW, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRIMES,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GUADALUPE,TEXAS,"SAN ANTONIO-NEW BRAUNFELS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HALE,TEXAS,"PLAINVIEW, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HALL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAMILTON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HANSFORD,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARDEMAN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARDIN,TEXAS,"BEAUMONT-PORT ARTHUR, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARRIS,TEXAS,"HOUSTON-THE WOODLANDS-SUGAR LAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARRISON,TEXAS,"MARSHALL, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARTLEY,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HASKELL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAYS,TEXAS,"AUSTIN-ROUND ROCK, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HEMPHILL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HENDERSON,TEXAS,"ATHENS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HIDALGO,TEXAS,"MCALLEN-EDINBURG-MISSION, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HILL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOCKLEY,TEXAS,"LEVELLAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOOD,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOPKINS,TEXAS,"SULPHUR SPRINGS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOUSTON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOWARD,TEXAS,"BIG SPRING, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HUDSPETH,TEXAS,"EL PASO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HUNT,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HUTCHINSON,TEXAS,"BORGER, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
IRION,TEXAS,"SAN ANGELO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACK,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JASPER,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFF DAVIS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,TEXAS,"BEAUMONT-PORT ARTHUR, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JIM HOGG,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JIM WELLS,TEXAS,"ALICE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JOHNSON,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JONES,TEXAS,"ABILENE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KARNES,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KAUFMAN,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KENDALL,TEXAS,"SAN ANTONIO-NEW BRAUNFELS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KENEDY,TEXAS,"KINGSVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KENT,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KERR,TEXAS,"KERRVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KIMBLE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KING,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KINNEY,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KLEBERG,TEXAS,"KINGSVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KNOX,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAMAR,TEXAS,"PARIS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAMB,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAMPASAS,TEXAS,"KILLEEN-TEMPLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LA SALLE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAVACA,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIBERTY,TEXAS,"HOUSTON-THE WOODLANDS-SUGAR LAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIMESTONE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIPSCOMB,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIVE OAK,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LLANO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOVING,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LUBBOCK,TEXAS,"LUBBOCK, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LYNN,TEXAS,"LUBBOCK, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCCULLOCH,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCLENNAN,TEXAS,"WACO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCMULLEN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MADISON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MARION,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MARTIN,TEXAS,"MIDLAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MASON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MATAGORDA,TEXAS,"BAY CITY, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MAVERICK,TEXAS,"EAGLE PASS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MEDINA,TEXAS,"SAN ANTONIO-NEW BRAUNFELS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MENARD,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MIDLAND,TEXAS,"MIDLAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MILAM,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MILLS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MITCHELL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTAGUE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTGOMERY,TEXAS,"HOUSTON-THE WOODLANDS-SUGAR LAND, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MOORE,TEXAS,"DUMAS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MORRIS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MOTLEY,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NACOGDOCHES,TEXAS,"NACOGDOCHES, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NAVARRO,TEXAS,"CORSICANA, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NEWTON,TEXAS,"BEAUMONT-PORT ARTHUR, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NOLAN,TEXAS,"SWEETWATER, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NUECES,TEXAS,"CORPUS CHRISTI, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OCHILTREE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OLDHAM,TEXAS,"AMARILLO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ORANGE,TEXAS,"BEAUMONT-PORT ARTHUR, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PALO PINTO,TEXAS,"MINERAL WELLS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PANOLA,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PARKER,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PARMER,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PECOS,TEXAS,NON-METRO,50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
POLK,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
POTTER,TEXAS,"AMARILLO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PRESIDIO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RAINS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RANDALL,TEXAS,"AMARILLO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
REAGAN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
REAL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RED RIVER,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
REEVES,TEXAS,"PECOS, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
REFUGIO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROBERTS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROBERTSON,TEXAS,"COLLEGE STATION-BRYAN, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROCKWALL,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RUNNELS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RUSK,TEXAS,"LONGVIEW, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SABINE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAN AUGUSTINE,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAN JACINTO,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAN PATRICIO,TEXAS,"CORPUS CHRISTI, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAN SABA,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCHLEICHER,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCURRY,TEXAS,"SNYDER, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHACKELFORD,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHELBY,TEXAS,NON-METRO,20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
SHERMAN,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SMITH,TEXAS,"TYLER, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SOMERVELL,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STARR,TEXAS,"RIO GRANDE CITY, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STEPHENS,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STERLING,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STONEWALL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUTTON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SWISHER,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TARRANT,TEXAS,"DALLAS-FORT WORTH-ARLINGTON, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TAYLOR,TEXAS,"ABILENE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TERRELL,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TERRY,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
THROCKMORTON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TITUS,TEXAS,"MOUNT PLEASANT, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TOM GREEN,TEXAS,"SAN ANGELO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TRAVIS,TEXAS,"AUSTIN-ROUND ROCK, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TRINITY,TEXAS,"HUNTSVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TYLER,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UPSHUR,TEXAS,"LONGVIEW, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UPTON,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UVALDE,TEXAS,"UVALDE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VAL VERDE,TEXAS,"DEL RIO, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VAN ZANDT,TEXAS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VICTORIA,TEXAS,"VICTORIA, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WALKER,TEXAS,"HUNTSVILLE, TX",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
